import torch
# Fichier audio d'émotions pour le slot 53
# Données de test pour vérifier l'affichage
neu: 0.12078453600406647
hap: 0.4840658903121948
neu: 0.3909100294113159
sad: 0.11315074563026428
sad: 0.770743727684021
neu: 0.20123392343521118
hap: 0.020391546189785004
sad: 0.4643297493457794
hap: 0.29293230175971985
neu: 0.2160366326570511
neu: 0.6141660809516907
sad: 0.30106988549232483
hap: 0.05439550802111626
sad: 0.7272074818611145
neu: 0.16745352745056152
hap: 0.1037287637591362
sad: 0.5008857250213623
neu: 0.4250205159187317
hap: 0.07402170449495316
sad: 0.62995445728302
neu: 0.3111926019191742
hap: 0.05874288082122803
neu: 0.6954559683799744
sad: 0.25890079140663147
hap: 0.04475710913538933
sad: 0.4089239835739136
neu: 0.36362484097480774
hap: 0.22740833461284637
sad: 0.7778268456459045
neu: 0.11492126435041428
hap: 0.10713683068752289
sad: 0.46149522066116333
hap: 0.310772567987442
neu: 0.21937057375907898
neu: 0.5327141284942627
sad: 0.29168012738227844
hap: 0.17536990344524384
neu: 0.5327136516571045
sad: 0.36002305150032043
hap: 0.10618283599615097
neu: 0.5251213908195496
sad: 0.3984573185443878
hap: 0.07618128508329391
sad: 0.8362461924552917
neu: 0.15534479916095734
hap: 0.005268733948469162
sad: 0.8093665838241577
neu: 0.17531678080558777
hap: 0.015256311744451523
sad: 0.698284387588501
neu: 0.2551186680793762
hap: 0.03703008219599724
sad: 0.48218637704849243
neu: 0.37741193175315857
hap: 0.07343562692403793
sad: 0.4773253798484802
neu: 0.27735692262649536
hap: 0.1874001920223236
sad: 0.7644601464271545
neu: 0.15488816797733307
hap: 0.06199473515152931
sad: 0.4795893132686615
neu: 0.3041444420814514
hap: 0.1629973202943802
sad: 0.5764554142951965
neu: 0.3955747187137604
hap: 0.027930865064263344
neu: 0.5983991622924805
hap: 0.23182475566864014
sad: 0.16957145929336548
sad: 0.6148021817207336
neu: 0.36456188559532166
hap: 0.018553700298070908
sad: 0.7706955075263977
neu: 0.21952882409095764
hap: 0.009525513276457787
neu: 0.8612993955612183
sad: 0.09265759587287903
hap: 0.0434679314494133
sad: 0.8112648129463196
neu: 0.18493977189064026
hap: 0.0037888577207922935
sad: 0.6889016628265381
neu: 0.2982952892780304
hap: 0.012197932228446007
neu: 0.8727039694786072
hap: 0.07320087403059006
sad: 0.05244384706020355
hap: 0.37760621309280396
sad: 0.3420403003692627
neu: 0.27848362922668457
sad: 0.5189720392227173
neu: 0.47157108783721924
hap: 0.007081316318362951
neu: 0.7499194741249084
sad: 0.130971759557724
ang: 0.06590539216995239
neu: 0.37667858600616455
hap: 0.3600330948829651
sad: 0.25846993923187256
sad: 0.5230779647827148
neu: 0.4266129434108734
hap: 0.04921156167984009
sad: 0.5846333503723145
neu: 0.4081975519657135
hap: 0.004924402106553316
neu: 0.5179545283317566
sad: 0.40652260184288025
hap: 0.06608264148235321
sad: 0.907325029373169
neu: 0.0685976967215538
hap: 0.019518647342920303
sad: 0.6555235385894775
neu: 0.28321391344070435
hap: 0.06094474717974663
sad: 0.7393246293067932
neu: 0.2043485790491104
hap: 0.056005388498306274
sad: 0.9044798016548157
neu: 0.0802733525633812
hap: 0.013721127063035965
sad: 0.7171491980552673
neu: 0.22201453149318695
hap: 0.035261429846286774
neu: 0.668994665145874
sad: 0.20292964577674866
hap: 0.12742330133914948
